State Code,District Code,Sub District Code,India/ State/ Union Territory/ District/ Sub-district,Name,Total/Rural/Urban,Number of villages Inhabited,Number of villages unhabited,Number of towns,Number of households,Population,"Area
 (In sq. km)",Population per sq. km.,lattitude,longitude,elevation,temp (min),temp (max),temp (mean),terrorist attacks,maoist attacks,border,LWE areas
21,371,2772.0,SUB-DISTRICT,Belpahar,Total,4,0,1,9675,42637,56.37,756.0,21.8654,84.024,1000.0,48.0,110.0,85.0,0,0,0,0
21,371,2773.0,SUB-DISTRICT,Banaharapali,Total,30,0,1,10666,44039,220.46,200.0,21.8654,84.024,1000.0,48.0,110.0,85.0,0,0,0,0
21,371,2774.0,SUB-DISTRICT,Orient,Total,1,0,1,17697,80706,47.2,1710.0,21.8654,84.024,1000.0,48.0,110.0,85.0,0,0,0,0
21,371,2775.0,SUB-DISTRICT,Brajarajnagar,Total,32,0,1,6333,26484,114.37,232.0,21.8654,84.024,1000.0,48.0,110.0,85.0,0,0,0,0
21,371,2776.0,SUB-DISTRICT,Jharsuguda,Total,16,0,1,28003,122817,142.52,862.0,21.8654,84.024,1000.0,48.0,110.0,85.0,0,0,0,0
21,371,2777.0,SUB-DISTRICT,Badmal ,Total,23,0,0,6626,27566,84.37,327.0,21.8654,84.024,1000.0,48.0,110.0,85.0,0,0,0,0
21,371,2778.0,SUB-DISTRICT,Laikera,Total,91,1,0,24788,99157,637.14,156.0,21.8654,84.024,1000.0,48.0,110.0,85.0,0,0,0,0
21,371,2779.0,SUB-DISTRICT,Kolabira,Total,41,1,0,10542,41735,133.43,313.0,21.8654,84.024,1000.0,48.0,110.0,85.0,0,0,0,0
21,372,0.0,DISTRICT,Sambalpur,Total,1229,84,6,249597,1041099,6624.0,157.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2780.0,SUB-DISTRICT,Govindpur,Total,66,0,0,13890,59141,351.66,168.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2781.0,SUB-DISTRICT,Mahulpalli,Total,143,0,0,19295,76632,624.2,123.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2782.0,SUB-DISTRICT,Kochinda,Total,144,8,1,21517,81668,517.89,158.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2783.0,SUB-DISTRICT,Katarbaga,Total,31,0,0,7716,29875,185.6,161.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2784.0,SUB-DISTRICT,Thelkoloi  ,Total,14,0,0,6779,26915,133.82,201.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2785.0,SUB-DISTRICT,Rengali ,Total,15,0,1,6456,26859,141.3,190.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2786.0,SUB-DISTRICT,Sasan,Total,61,2,0,15386,63790,273.88,233.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2787.0,SUB-DISTRICT,Hirakud,Total,3,3,1,8626,37887,125.21,303.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2788.0,SUB-DISTRICT,Burla,Total,34,2,1,19612,85814,210.13,408.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2789.0,SUB-DISTRICT,Dhanupali,Total,4,0,0,1857,7727,12.52,617.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2790.0,SUB-DISTRICT,Ainthapali,Total,8,0,0,2927,12627,23.47,538.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2791.0,SUB-DISTRICT,Sadar,Total,42,0,0,11404,46660,123.93,377.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2792.0,SUB-DISTRICT,Jamankira,Total,148,7,0,14649,59250,684.64,87.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2793.0,SUB-DISTRICT,Kisinda,Total,73,17,0,4713,20460,517.06,40.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2794.0,SUB-DISTRICT,Jujomura,Total,89,5,0,13483,57271,610.47,94.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2795.0,SUB-DISTRICT,Dhama,Total,67,2,0,11373,44579,281.97,158.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2796.0,SUB-DISTRICT,Charamal,Total,98,6,0,7268,29526,503.69,59.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2797.0,SUB-DISTRICT,Rairakhol,Total,122,20,1,12920,55502,779.15,71.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2798.0,SUB-DISTRICT,Naktideul,Total,67,12,0,6935,29550,473.66,62.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,372,2799.0,SUB-DISTRICT,Sambalpur (M),Total,0,0,1,42791,189366,49.75,3806.0,21.4705,83.9762,1000.0,48.0,110.0,85.0,0,0,0,1
21,373,0.0,DISTRICT,Debagarh,Total,718,160,1,75452,312520,2940.0,106.0,21.5935,84.7456,1000.0,48.0,110.0,85.0,0,0,0,1
21,373,2800.0,SUB-DISTRICT,Debagarh,Total,202,14,1,26132,107906,1016.57,106.0,21.5935,84.7456,1000.0,48.0,110.0,85.0,0,0,0,1
21,373,2801.0,SUB-DISTRICT,Barkot,Total,154,35,0,18830,72887,639.46,114.0,21.5935,84.7456,1000.0,48.0,110.0,85.0,0,0,0,1
21,373,2802.0,SUB-DISTRICT,Kundheigola,Total,135,87,0,12026,52419,620.5,84.0,21.5935,84.7456,1000.0,48.0,110.0,85.0,0,0,0,1
21,373,2803.0,SUB-DISTRICT,Reamal,Total,227,24,0,18464,79308,663.47,120.0,21.5935,84.7456,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,0.0,DISTRICT,Sundargarh,Total,1713,49,14,479109,2093437,9712.0,216.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2804.0,SUB-DISTRICT,Hemgir,Total,143,10,0,20953,84559,934.05,91.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2805.0,SUB-DISTRICT,Lephripara,Total,106,0,0,17864,70547,481.72,146.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2806.0,SUB-DISTRICT,Bhasma,Total,51,1,0,11292,42101,232.37,181.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2807.0,SUB-DISTRICT,Dharuadihi,Total,45,0,0,8849,35427,221.35,160.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2808.0,SUB-DISTRICT,Sundargarh Town,Total,2,0,1,10942,48969,41.1,1192.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2809.0,SUB-DISTRICT,Sundargarh ,Total,87,0,0,18708,74134,477.63,155.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2810.0,SUB-DISTRICT,Kinjirkela,Total,59,0,0,14194,57452,382.22,150.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2811.0,SUB-DISTRICT,Talasara,Total,86,1,0,19844,80443,489.32,164.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2812.0,SUB-DISTRICT,Baragaon,Total,74,0,0,18163,77943,412.47,189.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2813.0,SUB-DISTRICT,Kutra,Total,43,0,0,14667,66462,313.4,212.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2814.0,SUB-DISTRICT,Rajagangapur,Total,78,4,3,35450,166131,625.38,266.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2815.0,SUB-DISTRICT,Raiboga,Total,44,2,0,9471,43474,231.05,188.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2816.0,SUB-DISTRICT,Biramitrapur,Total,61,0,2,20730,96881,299.5,323.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2817.0,SUB-DISTRICT,Hatibari,Total,63,1,0,13509,61931,184.57,336.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2818.0,SUB-DISTRICT,Bisra,Total,112,0,0,20707,98455,398.67,247.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2819.0,SUB-DISTRICT,Bondamunda,Total,13,0,0,3076,14399,27.73,519.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2820.0,SUB-DISTRICT,Brahmani Tarang,Total,48,0,0,12214,57664,280.94,205.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2821.0,SUB-DISTRICT,Raghunathapali,Total,1,0,2,5787,26095,13.81,1890.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2822.0,SUB-DISTRICT,Tangarapali,Total,4,0,0,1200,5851,23.5,249.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2823.0,SUB-DISTRICT,Lathikata,Total,28,1,1,5541,24846,129.57,192.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2824.0,SUB-DISTRICT,Chandiposh,Total,41,1,0,4651,21864,305.69,72.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2825.0,SUB-DISTRICT,Kamarposh Balang,Total,57,1,0,9160,42854,420.59,102.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2826.0,SUB-DISTRICT,Koida,Total,52,3,1,9770,40824,343.64,119.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2827.0,SUB-DISTRICT,Lahunipara,Total,154,6,1,18076,77841,532.26,146.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2828.0,SUB-DISTRICT,Gurundia,Total,71,4,0,7601,35256,856.55,41.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2829.0,SUB-DISTRICT,Tikaetpali,Total,45,1,0,5430,23589,250.01,94.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2830.0,SUB-DISTRICT,Banei,Total,110,13,1,15214,61804,329.77,187.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2831.0,SUB-DISTRICT,Mahulapada,Total,35,0,0,4402,19191,322.16,60.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2832.0,SUB-DISTRICT,Raurkela (M),Total,0,0,1,72336,320040,56.16,5699.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,374,2833.0,SUB-DISTRICT,Raurkela (ITS)P.S.,Total,0,0,1,49308,216410,94.83,2282.0,22.25,84.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,0.0,DISTRICT,Kendujhar,Total,2064,59,9,405272,1801733,8303.0,217.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2834.0,SUB-DISTRICT,Barbil,Total,18,2,1,18889,84130,187.98,448.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2835.0,SUB-DISTRICT,Bolani,Total,11,0,1,4572,19993,75.85,264.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2836.0,SUB-DISTRICT,Rugudi,Total,17,1,0,3615,16560,90.05,184.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2837.0,SUB-DISTRICT,Joda,Total,30,4,1,16373,72698,139.46,521.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2838.0,SUB-DISTRICT,Bamebari ,Total,59,2,1,12750,56271,422.0,133.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2839.0,SUB-DISTRICT,Champua,Total,114,2,1,21710,97117,264.96,367.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2840.0,SUB-DISTRICT,Jhumpura,Total,53,1,1,10607,46936,158.89,295.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2841.0,SUB-DISTRICT,Baria,Total,104,3,0,16795,73664,284.2,259.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2842.0,SUB-DISTRICT,Turumunga,Total,105,3,0,16582,68598,255.59,268.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2843.0,SUB-DISTRICT,Patana,Total,162,2,0,23630,104824,429.96,244.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2844.0,SUB-DISTRICT,Kendujhar Sadar,Total,212,3,0,34805,157414,525.62,299.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2845.0,SUB-DISTRICT,Kendujhar Town,Total,56,4,1,22024,98880,180.67,547.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2846.0,SUB-DISTRICT,Nayakote,Total,70,0,0,9760,46056,585.89,79.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2847.0,SUB-DISTRICT,Kanjipani,Total,38,0,0,4513,21741,310.04,70.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2848.0,SUB-DISTRICT,Telkoi,Total,140,5,0,21399,95718,861.97,111.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2849.0,SUB-DISTRICT,Pandapara,Total,94,5,0,14736,63308,526.44,120.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2850.0,SUB-DISTRICT,Ghatgaon,Total,129,0,0,24210,107106,686.51,156.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2851.0,SUB-DISTRICT,Harichandanpur,Total,108,3,0,18674,80711,663.89,122.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2852.0,SUB-DISTRICT,Daitari,Total,42,7,1,6107,27571,281.71,98.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2853.0,SUB-DISTRICT,Ghasipura,Total,105,5,0,25280,112740,427.34,264.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2854.0,SUB-DISTRICT,Anandapur,Total,106,0,1,27650,124218,349.21,356.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2855.0,SUB-DISTRICT,Soso,Total,76,3,0,13780,64244,236.71,271.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2856.0,SUB-DISTRICT,Nandipada,Total,122,2,0,19050,82542,170.71,484.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,375,2857.0,SUB-DISTRICT,Sainkul,Total,93,2,0,17761,78693,187.36,420.0,21.5,85.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,0.0,DISTRICT,Mayurbhanj,Total,3751,199,5,586253,2519738,10418.0,242.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2858.0,SUB-DISTRICT,Tiring,Total,129,4,0,23613,100517,315.86,318.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2859.0,SUB-DISTRICT,Bahalda,Total,61,2,0,12942,53231,159.26,334.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2860.0,SUB-DISTRICT,Jamda,Total,66,1,0,11085,48811,215.25,227.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2861.0,SUB-DISTRICT,Rairangpur Town,Total,31,1,1,11553,50798,94.18,539.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2862.0,SUB-DISTRICT,Gorumahisani,Total,127,15,0,11186,47653,276.71,172.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2863.0,SUB-DISTRICT,Jharpokharia,Total,180,19,0,24182,99794,332.99,300.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2864.0,SUB-DISTRICT,Bisoi,Total,145,12,0,17060,73899,366.62,202.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2865.0,SUB-DISTRICT,Rairangpur,Total,116,3,0,18989,81722,252.21,324.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2866.0,SUB-DISTRICT,Badampahar,Total,81,1,0,14204,63890,236.48,270.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2867.0,SUB-DISTRICT,Jashipur,Total,250,14,1,28183,121030,878.05,138.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2868.0,SUB-DISTRICT,Raruan,Total,112,8,0,17971,78209,241.32,324.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2869.0,SUB-DISTRICT,Ghagarbeda ,Total,42,2,0,6623,28900,112.06,258.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2870.0,SUB-DISTRICT,Karanjia,Total,154,2,1,25449,114383,714.85,160.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2871.0,SUB-DISTRICT,Thakurmunda,Total,110,1,0,12664,57890,615.52,94.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2872.0,SUB-DISTRICT,Baripada Sadar,Total,132,6,0,20537,87091,908.27,96.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2873.0,SUB-DISTRICT,Baripada Town,Total,10,2,0,1153,5149,11.27,457.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2874.0,SUB-DISTRICT,Koliana,Total,173,35,0,19827,82810,216.04,383.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2875.0,SUB-DISTRICT,Bangiriposi,Total,211,17,0,25487,104902,812.58,129.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2876.0,SUB-DISTRICT,Chandua,Total,118,5,0,14791,63390,245.5,258.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2877.0,SUB-DISTRICT,Suliapada,Total,155,4,0,21297,86355,273.17,316.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2878.0,SUB-DISTRICT,Muruda,Total,115,5,0,18657,77337,199.76,387.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2879.0,SUB-DISTRICT,Rasagobindapur,Total,164,13,0,21472,96526,211.77,456.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2880.0,SUB-DISTRICT,Baisinga,Total,198,7,0,27554,122036,278.73,438.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2881.0,SUB-DISTRICT,Betanati,Total,120,0,0,21425,89666,257.97,348.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2882.0,SUB-DISTRICT,Barsahi,Total,189,12,0,31957,132580,373.63,355.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2883.0,SUB-DISTRICT,Khunta,Total,220,6,0,29834,123616,291.44,424.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2884.0,SUB-DISTRICT,Udala,Total,122,2,1,25502,110104,525.32,210.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2885.0,SUB-DISTRICT,Kaptipada,Total,99,0,0,18728,76427,164.82,464.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2886.0,SUB-DISTRICT,Sharata,Total,59,0,0,16034,77369,414.78,187.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2887.0,SUB-DISTRICT,Mahuldiha,Total,62,0,0,9943,46804,381.9,123.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,376,2888.0,SUB-DISTRICT,Baripada (M),Total,0,0,1,26351,116849,39.7,2943.0,21.75,86.5,1000.0,48.0,110.0,85.0,0,0,0,1
21,377,0.0,DISTRICT,Baleshwar,Total,2635,297,5,533001,2320529,3806.0,610.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2889.0,SUB-DISTRICT,Raibania ,Total,66,12,0,18674,80472,190.57,422.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2890.0,SUB-DISTRICT,Jaleswar ,Total,144,35,1,32997,149170,197.81,754.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2891.0,SUB-DISTRICT,Bhograi,Total,216,11,0,43912,188559,221.97,849.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2892.0,SUB-DISTRICT,Kamarda,Total,104,11,0,22637,96162,121.87,789.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2893.0,SUB-DISTRICT,Baliapal ,Total,167,45,0,37186,169958,201.55,843.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2894.0,SUB-DISTRICT,Singla ,Total,138,13,0,30559,134178,131.41,1021.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2895.0,SUB-DISTRICT,Basta ,Total,249,55,0,35550,151915,324.64,468.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2896.0,SUB-DISTRICT,Rupsa ,Total,28,4,0,5510,25189,39.91,631.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2897.0,SUB-DISTRICT,Baleshwar Sadar,Total,236,17,0,41782,179092,317.37,564.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2898.0,SUB-DISTRICT,Sahadevkhunta,Total,8,0,0,2420,10233,13.01,787.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2899.0,SUB-DISTRICT,Chandipur ,Total,26,1,0,8773,40588,68.51,592.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2900.0,SUB-DISTRICT,Balaramgadi Marine ,Total,3,0,0,1124,5237,24.36,215.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2901.0,SUB-DISTRICT,Bampada ,Total,20,6,0,2470,11287,35.14,321.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2902.0,SUB-DISTRICT,Remuna ,Total,103,28,1,21597,91668,130.01,705.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2903.0,SUB-DISTRICT,Nilagiri ,Total,159,6,1,31939,132168,260.57,507.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2904.0,SUB-DISTRICT,Berhampur ,Total,70,6,0,14043,57614,236.15,244.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2905.0,SUB-DISTRICT,Oupada  ,Total,76,3,0,8948,39759,185.63,214.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2906.0,SUB-DISTRICT,Khaira  ,Total,265,14,0,32402,139777,268.19,521.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2907.0,SUB-DISTRICT,Soro,Total,324,20,1,73114,311507,511.57,609.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2908.0,SUB-DISTRICT,Similia ,Total,233,10,0,35679,161623,287.52,562.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,377,2909.0,SUB-DISTRICT,Baleshwar (M),Total,0,0,1,31685,144373,38.23,3776.0,21.5017,86.9217,1000.0,48.0,110.0,85.0,0,0,0,0
21,378,0.0,DISTRICT,Bhadrak,Total,1250,62,4,306333,1506337,2505.0,601.0,21.0633,86.5054,1000.0,48.0,110.0,85.0,0,0,0,0
21,378,2910.0,SUB-DISTRICT,Agarpada ,Total,73,1,0,12260,58238,94.83,614.0,21.0633,86.5054,1000.0,48.0,110.0,85.0,0,0,0,0
21,378,2911.0,SUB-DISTRICT,Bant ,Total,99,4,0,13741,63463,107.38,591.0,21.0633,86.5054,1000.0,48.0,110.0,85.0,0,0,0,0
21,378,2912.0,SUB-DISTRICT,Bhandari Pokhari ,Total,137,10,0,24529,110429,261.8,422.0,21.0633,86.5054,1000.0,48.0,110.0,85.0,0,0,0,0
21,378,2913.0,SUB-DISTRICT,Dhamanagar,Total,107,9,1,24011,119385,154.51,773.0,21.0633,86.5054,1000.0,48.0,110.0,85.0,0,0,0,0
21,378,2914.0,SUB-DISTRICT,Bhadrak Rural ,Total,169,3,2,71157,355439,374.47,949.0,21.0633,86.5054,1000.0,48.0,110.0,85.0,0,0,0,0
21,378,2915.0,SUB-DISTRICT,Basudebpur ,Total,92,3,1,35469,161509,235.94,685.0,21.0633,86.5054,1000.0,48.0,110.0,85.0,0,0,0,0
21,378,2916.0,SUB-DISTRICT,Naikanidihi ,Total,82,5,0,17454,91289,198.87,459.0,21.0633,86.5054,1000.0,48.0,110.0,85.0,0,0,0,0
21,378,2917.0,SUB-DISTRICT,Tihidi ,Total,153,7,0,39460,195003,298.43,653.0,21.0633,86.5054,1000.0,48.0,110.0,85.0,0,0,0,0
21,378,2918.0,SUB-DISTRICT,Dhusuri ,Total,82,2,0,24383,121894,228.0,535.0,21.0633,86.5054,1000.0,48.0,110.0,85.0,0,0,0,0
21,378,2919.0,SUB-DISTRICT,Chandabali ,Total,103,5,0,19286,100905,231.82,435.0,21.0633,86.5054,1000.0,48.0,110.0,85.0,0,0,0,0
21,378,2920.0,SUB-DISTRICT,Bansada ,Total,150,13,0,23810,124708,310.98,401.0,21.0633,86.5054,1000.0,48.0,110.0,85.0,0,0,0,0
21,378,2921.0,SUB-DISTRICT,Dhamara Marine,Total,3,0,0,773,4075,7.98,511.0,21.0633,86.5054,1000.0,48.0,110.0,85.0,0,0,0,0
21,379,0.0,DISTRICT,Kendrapara ,Total,1415,132,2,321934,1440361,2644.0,545.0,20.5042,86.416,1000.0,48.0,110.0,85.0,0,0,0,0
21,379,2922.0,SUB-DISTRICT,Rajkanika ,Total,156,12,0,31182,140807,288.54,488.0,20.5042,86.416,1000.0,48.0,110.0,85.0,0,0,0,0
21,379,2923.0,SUB-DISTRICT,Rajnagar ,Total,242,53,0,33724,163450,566.46,289.0,20.5042,86.416,1000.0,48.0,110.0,85.0,0,0,0,0
21,379,2924.0,SUB-DISTRICT,Jamboo Marine  ,Total,17,4,0,6228,29491,47.25,624.0,20.5042,86.416,1000.0,48.0,110.0,85.0,0,0,0,0
21,379,2925.0,SUB-DISTRICT,Aali ,Total,126,6,0,30721,137800,209.44,658.0,20.5042,86.416,1000.0,48.0,110.0,85.0,0,0,0,0
21,379,2926.0,SUB-DISTRICT,Pattamundai ,Total,153,5,1,46635,219063,311.83,703.0,20.5042,86.416,1000.0,48.0,110.0,85.0,0,0,0,0
21,379,2927.0,SUB-DISTRICT,Kendrapara,Total,0,0,1,8892,47006,10.77,4365.0,20.5042,86.416,1000.0,48.0,110.0,85.0,0,0,0,0
21,379,2928.0,SUB-DISTRICT,Kendrapara Sadar  ,Total,178,7,0,36905,158985,252.41,630.0,20.5042,86.416,1000.0,48.0,110.0,85.0,0,0,0,0
